run_id,experiment,harness,model,task_id,variant,rep,wall_s,turns,reasoning_tokens,visible_output_tokens,logical_input_tokens,reported_cost_usd,estimated_no_cache_cost_usd,scope_compliant_success,tool_calls,failed_calls,error_recovery_calls,duplicate_commands,repeated_reads,post_green_repeat_tests,post_success_calls,abandoned_exploration_calls,distinct_files_read,tool_result_chars,est_tool_result_tokens,induced_cost_lower_usd,induced_cost_upper_usd,context_growth_tokens,tool_wall_s,n_calls_with_duration,cat_code_edit,cat_file_read,cat_file_search,cat_test_execution,cat_navigation,cat_other_bash,cat_git_inspect,cat_env_inspect,cat_other_tool,cat_lint_static,cat_build_compile
pi_Kimi-K2.6_go-low-01_exhaustive_exploration_r2_4f2954,screening_pi,pi,moonshotai/Kimi-K2.6,go-low-01,exhaustive_exploration,2,4.92,5,144,372,9392,0.005328,0.012944,True,6,0,0,0,0,0,0,3,3,1683,421,0.000719,0.00179,964,,0,1,3,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_go-low-01_full_restatement_per_turn_r1_593e9a,stress_pi,pi,zai-org/GLM-5.2,go-low-01,full_restatement_per_turn,1,57.45,9,307,920,16956,0.017061,0.027786,True,7,1,1,0,0,0,4,0,1,906,226,0.000535,0.00149,1079,,0,1,2,0,3,0,1,0,0,0,0,0
pi_Kimi-K2.6_py-low-01_bounded_efficiency_r2_57c225,screening_pi,pi,moonshotai/Kimi-K2.6,py-low-01,bounded_efficiency,2,5.05,4,208,418,6447,0.004113,0.009617,True,4,0,0,0,0,0,0,0,1,825,206,0.000301,0.000568,563,,0,1,1,1,1,0,0,0,0,0,0,0
pi_Inkling_go-high-01_misleading_architecture_r2_0d3343,stress_pi,pi,thinkingmachines/Inkling,go-high-01,misleading_architecture,2,18.39,10,184,839,24119,0.012325,0.027517,True,9,1,1,0,0,0,0,0,1,2743,686,0.001354,0.004619,1805,,0,3,4,0,1,0,1,0,0,0,0,0
pi_Kimi-K2.6_go-low-01_bounded_efficiency_r2_47fd94,screening_pi,pi,moonshotai/Kimi-K2.6,go-low-01,bounded_efficiency,2,4.35,4,211,416,6330,0.003644,0.009468,True,4,1,1,0,0,0,0,0,1,476,119,0.000184,0.000393,504,,0,1,1,0,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_go-low-01_deep_thinking_r2_83f422,screening_pi,pi,moonshotai/Kimi-K2.6,go-low-01,deep_thinking,2,4.38,4,201,382,5977,0.003707,0.008891,True,3,0,0,0,0,0,0,0,1,318,80,0.000121,0.00025,425,,0,1,1,0,1,0,0,0,0,0,0,0
pi_Kimi-K2.6_py-low-01_deep_thinking_r2_9204a4,screening_pi,pi,moonshotai/Kimi-K2.6,py-low-01,deep_thinking,2,7.74,5,677,996,22767,0.017338,0.031802,True,5,0,0,0,0,0,0,1,2,9088,2272,0.004028,0.010537,4412,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_py-low-01_baseline_r1_970cb0,screening_pi,pi,moonshotai/Kimi-K2.6,py-low-01,baseline,1,4.33,4,182,371,5886,0.003549,0.008733,True,3,0,0,0,0,0,0,0,1,569,142,0.000199,0.000338,443,,0,1,1,0,1,0,0,0,0,0,0,0
pi_Kimi-K2.6_go-low-01_baseline_r2_2f9199,screening_pi,pi,moonshotai/Kimi-K2.6,go-low-01,baseline,2,5.65,4,316,474,5795,0.003839,0.009087,True,3,0,0,0,0,0,0,0,1,318,80,0.000121,0.00025,389,,0,1,1,0,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_bounded_efficiency_r1_4a62e7,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,bounded_efficiency,1,28.81,6,598,1125,16006,0.01915,0.031765,True,6,1,1,0,0,0,0,1,2,2566,642,0.001418,0.003745,1786,,0,1,2,0,2,1,0,0,0,0,0,0
pi_Inkling_go-high-01_conflicting_constraints_r2_7cff7a,stress_pi,pi,thinkingmachines/Inkling,go-high-01,conflicting_constraints,2,12.91,9,47,589,19729,0.010534,0.022114,True,8,1,1,0,0,0,0,0,2,2423,606,0.001154,0.003828,1471,,0,3,3,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_go-low-01_ambiguous_scope_r2_cf9b4d,stress_pi,pi,zai-org/GLM-5.2,go-low-01,ambiguous_scope,2,17.64,6,195,610,14046,0.011113,0.022348,True,7,0,0,0,0,0,0,1,3,2838,710,0.001653,0.004543,1551,,0,1,3,0,2,0,1,0,0,0,0,0
pi_Kimi-K2.6_py-low-01_baseline_r2_d4e076,screening_pi,pi,moonshotai/Kimi-K2.6,py-low-01,baseline,2,5.26,5,206,441,7911,0.00463,0.011478,True,5,0,0,0,0,0,0,1,2,940,235,0.000362,0.00076,633,,0,1,2,1,1,0,0,0,0,0,0,0
pi_Kimi-K2.6_py-low-01_exhaustive_exploration_r1_588769,screening_pi,pi,moonshotai/Kimi-K2.6,py-low-01,exhaustive_exploration,1,5.08,5,276,592,10073,0.006816,0.014752,True,7,0,0,0,0,0,0,2,4,2027,507,0.000838,0.001988,1192,,0,1,4,0,1,0,1,0,0,0,0,0
pi_Inkling_go-high-01_split_across_turns_r1_37b055,stress_pi,pi,thinkingmachines/Inkling,go-high-01,split_across_turns,1,13.28,9,51,653,16617,0.008638,0.019262,True,7,1,1,0,0,0,1,0,1,1291,323,0.000623,0.002091,1116,,0,2,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-low-01_misleading_architecture_r1_394f03,stress_pi,pi,zai-org/GLM-5.2,go-low-01,misleading_architecture,1,17.0,5,83,556,8203,0.007729,0.013931,True,4,0,0,0,0,0,1,0,1,643,161,0.000281,0.000525,556,,0,1,1,0,2,0,0,0,0,0,0,0
pi_GLM-5.2_go-low-01_conflicting_constraints_r1_a339d1,stress_pi,pi,zai-org/GLM-5.2,go-low-01,conflicting_constraints,1,5.94,5,114,283,7849,0.004135,0.012234,True,4,0,0,0,0,0,1,0,1,350,88,0.000177,0.000415,331,,0,1,1,0,2,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r1_17f326,screening_pi,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,1,20.08,5,288,580,9785,0.010341,0.016251,True,5,0,0,0,0,0,0,1,2,1562,390,0.000734,0.001554,914,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-med-01_baseline_r2_52576b,screening_pi,pi,zai-org/GLM-5.2,py-med-01,baseline,2,360.05,8,1388,1824,17010,0.02593,0.03184,False,9,4,4,0,0,0,0,3,3,6701,1675,0.002975,0.005735,4621,,0,0,3,0,1,0,4,1,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_deep_thinking_r2_458135,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,deep_thinking,2,32.6,6,864,1683,16978,0.020023,0.035399,True,6,0,0,0,0,0,1,1,2,2101,525,0.001139,0.002873,2156,,0,1,3,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_conflicting_constraints_r1_274cbe,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,conflicting_constraints,1,24.45,6,384,983,14409,0.021396,0.028493,True,7,0,0,0,0,0,0,1,3,1449,362,0.000818,0.002262,1417,,0,1,3,0,1,2,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_exhaustive_exploration_r1_f2b1bc,screening_pi,pi,zai-org/GLM-5.2,py-low-01,exhaustive_exploration,1,39.87,5,418,1065,10367,0.011904,0.0192,True,7,0,0,0,0,0,0,2,4,1144,286,0.000522,0.001055,1522,,0,1,4,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_bounded_efficiency_r2_4267ff,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,bounded_efficiency,2,15.12,5,352,727,11687,0.009067,0.022865,True,5,0,0,0,0,0,0,1,2,1562,390,0.000823,0.001931,1153,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-med-01_exhaustive_exploration_r1_e4e55c,screening_pi,pi,zai-org/GLM-5.2,py-med-01,exhaustive_exploration,1,22.05,6,671,1319,14903,0.018934,0.026668,True,9,0,0,0,0,0,1,2,5,1327,332,0.000699,0.001725,2130,,0,1,5,0,1,0,2,0,0,0,0,0
pi_GLM-5.2_py-low-01_adjacent_cleanup_r1_b777b0,screening_pi,pi,zai-org/GLM-5.2,py-low-01,adjacent_cleanup,1,18.37,6,307,877,14212,0.009528,0.023756,True,6,1,1,0,0,0,0,1,2,3051,763,0.001591,0.003884,1663,,0,1,2,0,2,0,1,0,0,0,0,0
pi_GLM-5.2_js-high-01_deep_thinking_r2_e8c06c,screening_pi,pi,zai-org/GLM-5.2,js-high-01,deep_thinking,2,263.14,8,12086,13789,80404,0.162658,0.173237,True,8,0,0,0,0,0,3,1,2,3428,857,0.002187,0.006517,14441,,0,1,3,0,3,1,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_baseline_r1_ea3efa,screening_pi,pi,zai-org/GLM-5.2,js-med-03,baseline,1,35.1,5,653,1076,9784,0.010188,0.018432,True,4,0,0,0,0,0,1,0,1,1566,392,0.000675,0.001232,1049,,0,1,1,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_bounded_efficiency_r1_5e3630,screening_pi,pi,zai-org/GLM-5.2,py-low-01,bounded_efficiency,1,7.28,4,70,247,6573,0.003941,0.010289,True,4,0,0,0,0,0,0,0,1,598,150,0.000249,0.000425,377,,0,1,1,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_adjacent_cleanup_r1_0585af,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,adjacent_cleanup,1,21.39,5,619,1518,12804,0.019283,0.027562,True,5,0,0,0,0,0,0,1,2,1562,390,0.000823,0.001931,1825,,0,1,2,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_split_across_turns_r2_695b36,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,split_across_turns,2,36.84,9,586,1849,32773,0.027584,0.06346,True,12,2,2,0,0,0,2,1,3,4695,1174,0.003167,0.011825,3470,,0,1,4,2,3,1,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_baseline_r1_721caf,screening_pi,pi,zai-org/GLM-5.2,py-low-01,baseline,1,11.78,5,88,369,8446,0.005422,0.013448,True,5,0,0,0,0,0,1,0,1,634,158,0.000306,0.000676,526,,0,1,1,0,1,1,1,0,0,0,0,0
pi_GLM-5.2_py-med-01_deep_thinking_r1_d10d32,screening_pi,pi,zai-org/GLM-5.2,py-med-01,deep_thinking,1,25.1,6,942,1919,17469,0.020716,0.0329,True,10,0,0,0,0,0,1,1,4,2486,622,0.001352,0.003463,2516,,0,1,5,0,1,0,3,0,0,0,0,0
pi_GLM-5.2_py-med-01_bounded_efficiency_r2_281097,screening_pi,pi,zai-org/GLM-5.2,py-med-01,bounded_efficiency,2,15.06,6,400,766,10215,0.008333,0.017671,True,6,0,0,0,0,0,0,1,3,1494,374,0.00081,0.002067,3058,,0,1,3,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_deep_thinking_r1_ea6cb1,screening_pi,pi,zai-org/GLM-5.2,py-low-01,deep_thinking,1,18.99,5,517,1016,10380,0.010904,0.019002,True,7,0,0,0,0,0,0,1,3,1555,389,0.000717,0.001476,1267,,0,1,4,1,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_deep_thinking_r1_fced1d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,deep_thinking,1,30.54,7,778,1508,19975,0.018321,0.040004,True,7,0,0,0,0,0,1,1,2,2154,538,0.001228,0.003469,2076,,0,1,3,1,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_ambiguous_scope_r1_3be9a8,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,ambiguous_scope,1,26.51,8,564,1456,27422,0.01454,0.052781,True,9,3,3,0,0,0,0,1,3,4266,1066,0.002834,0.01037,2934,,0,1,3,0,4,0,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_bounded_efficiency_r2_a7a06c,screening_pi,pi,zai-org/GLM-5.2,py-low-01,bounded_efficiency,2,12.22,5,65,300,8728,0.005878,0.013539,True,5,0,0,0,0,0,0,1,2,980,245,0.000453,0.000935,570,,0,1,2,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_conflicting_constraints_r1_2c6465,stress_pi,pi,zai-org/GLM-5.2,js-high-01,conflicting_constraints,1,480.56,6,13720,13984,53180,0.111321,0.135982,False,7,2,1,0,1,0,0,3,2,3529,882,0.00171,0.003793,14817,,0,0,3,1,0,1,1,1,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_baseline_r1_731e2c,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,baseline,1,18.69,5,457,959,11832,0.010521,0.023925,True,5,0,0,0,0,0,0,1,2,1595,399,0.000839,0.00196,1343,,0,1,2,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_irrelevant_context_r2_571d4f,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,irrelevant_context,2,22.34,6,438,1142,15456,0.016281,0.030868,True,7,0,0,0,0,0,1,1,3,1361,340,0.000772,0.002159,1497,,0,1,3,1,1,0,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_baseline_r2_bb52cf,screening_pi,pi,zai-org/GLM-5.2,go-high-01,baseline,2,480.09,18,10892,12811,129364,0.184728,0.237478,False,20,7,7,0,0,0,0,0,2,32546,8136,0.020769,0.061889,20929,,0,2,4,2,5,2,1,3,1,0,0,0
pi_GLM-5.2_py-med-01_adjacent_cleanup_r1_20f670,screening_pi,pi,zai-org/GLM-5.2,py-med-01,adjacent_cleanup,1,35.43,7,1946,3130,24426,0.036951,0.047968,True,13,0,0,0,0,0,2,2,5,3068,767,0.001656,0.004207,3709,,0,2,7,0,2,1,1,0,0,0,0,0
pi_GLM-5.2_py-med-01_bounded_efficiency_r1_99d88d,screening_pi,pi,zai-org/GLM-5.2,py-med-01,bounded_efficiency,1,11.14,5,255,552,9690,0.006875,0.015995,True,6,0,0,0,0,0,0,1,3,1283,321,0.000614,0.001339,1002,,0,1,3,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_adjacent_cleanup_r1_708b7e,screening_pi,pi,zai-org/GLM-5.2,js-med-03,adjacent_cleanup,1,78.39,6,2856,3996,28674,0.034817,0.057726,True,7,0,0,0,0,0,1,1,2,2988,747,0.001578,0.003913,7333,,0,1,3,0,1,1,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_baseline_r1_50c76f,screening_pi,pi,zai-org/GLM-5.2,go-high-01,baseline,1,20.82,8,464,1063,18049,0.013968,0.029946,True,8,1,1,0,0,0,2,0,2,1714,428,0.001097,0.003279,1433,,0,1,2,1,3,1,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_baseline_r2_b6b4f5,screening_pi,pi,zai-org/GLM-5.2,js-med-03,baseline,2,16.49,5,875,1406,12268,0.014533,0.023362,True,5,0,0,0,0,0,1,0,1,1611,403,0.00082,0.001942,2162,,0,1,1,0,1,1,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_adjacent_cleanup_r2_2e257d,screening_pi,pi,zai-org/GLM-5.2,py-low-01,adjacent_cleanup,2,56.57,6,1471,2396,14895,0.022275,0.031395,False,5,0,0,0,0,0,0,0,0,3629,907,0.001625,0.003181,2630,,0,0,0,1,1,2,0,1,0,0,0,0
pi_GLM-5.2_py-med-01_baseline_r1_7fc6a4,screening_pi,pi,zai-org/GLM-5.2,py-med-01,baseline,1,24.03,5,362,785,10017,0.009379,0.017478,True,7,0,0,0,0,0,0,1,4,1283,321,0.000614,0.001339,1337,,0,1,4,1,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_baseline_r2_aec2ad,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,baseline,2,48.28,5,377,905,11671,0.010053,0.023457,True,5,0,0,0,0,0,0,1,2,1595,399,0.000839,0.00196,1228,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_exhaustive_exploration_r2_4541e0,screening_pi,pi,zai-org/GLM-5.2,py-low-01,exhaustive_exploration,2,7.75,5,340,857,10078,0.010073,0.01788,True,7,0,0,0,0,0,0,2,4,1139,285,0.00052,0.001053,1363,,0,1,4,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_deep_thinking_r2_d629ad,screening_pi,pi,zai-org/GLM-5.2,py-low-01,deep_thinking,2,11.49,6,346,751,11963,0.008963,0.020053,True,6,0,0,0,0,0,1,1,2,945,236,0.000495,0.001217,1080,,0,1,2,0,1,0,2,0,0,0,0,0
pi_GLM-5.2_js-med-03_exhaustive_exploration_r2_bf91bb,screening_pi,pi,zai-org/GLM-5.2,js-med-03,exhaustive_exploration,2,25.3,5,866,1521,12333,0.016225,0.023959,True,5,0,0,0,0,0,0,1,2,1680,420,0.000761,0.001521,2679,,0,1,2,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_exhaustive_exploration_r2_fa0552,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,exhaustive_exploration,2,20.46,5,526,1258,15623,0.011456,0.031562,True,6,0,0,0,0,0,0,1,2,4074,1018,0.002188,0.005394,2580,,0,1,3,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_py-med-01_adjacent_cleanup_r2_8e5ebe,screening_pi,pi,zai-org/GLM-5.2,py-med-01,adjacent_cleanup,2,22.81,6,941,1561,14620,0.017195,0.027336,True,10,0,0,0,0,0,1,2,5,1805,451,0.000936,0.002268,1840,,0,1,6,0,1,0,2,0,0,0,0,0
pi_GLM-5.2_py-low-01_baseline_r2_2c076f,screening_pi,pi,zai-org/GLM-5.2,py-low-01,baseline,2,4.81,4,105,284,6399,0.003788,0.010208,True,4,0,0,0,0,0,0,0,1,598,150,0.000249,0.000425,392,,0,1,1,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_deep_thinking_r1_74746c,screening_pi,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,1,41.26,9,1809,2992,36893,0.038841,0.064815,True,11,2,2,0,0,0,4,1,3,1999,500,0.001289,0.003875,4520,,0,1,4,1,5,0,0,0,0,0,0,0
pi_GLM-5.2_py-med-01_deep_thinking_r2_d00384,screening_pi,pi,zai-org/GLM-5.2,py-med-01,deep_thinking,2,14.66,6,412,1002,13212,0.010356,0.022906,True,11,0,0,0,0,0,0,2,5,1977,494,0.001022,0.002468,1407,,0,1,6,0,1,1,2,0,0,0,0,0
pi_GLM-5.2_js-high-01_baseline_r1_8b51d7,screening_pi,pi,zai-org/GLM-5.2,js-high-01,baseline,1,146.16,5,8726,10013,27210,0.074709,0.082151,True,6,0,0,0,0,0,1,1,2,1668,417,0.000748,0.001468,10143,,0,1,2,0,1,1,1,0,0,0,0,0
pi_GLM-5.2_js-med-03_deep_thinking_r1_4eb0d3,screening_pi,pi,zai-org/GLM-5.2,js-med-03,deep_thinking,1,31.17,5,1461,2374,14200,0.020111,0.030326,True,6,0,0,0,0,0,0,1,2,2500,625,0.001146,0.002334,2673,,0,1,3,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-med-03_adjacent_cleanup_r2_764f9d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-med-03,adjacent_cleanup,2,30.77,7,812,1841,21258,0.020135,0.043396,True,7,0,0,0,0,0,1,1,2,2317,579,0.001347,0.003961,2455,,0,2,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_adjacent_cleanup_r1_9153bc,screening_pi,pi,zai-org/GLM-5.2,go-high-01,adjacent_cleanup,1,31.13,7,1712,2577,26280,0.036968,0.048131,False,9,1,1,0,0,0,2,1,3,1821,455,0.001063,0.00293,4448,,0,1,4,1,3,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_deep_thinking_r2_0d4b69,screening_pi,pi,zai-org/GLM-5.2,js-med-03,deep_thinking,2,12.03,6,723,1266,14111,0.015476,0.025326,True,6,0,0,0,0,0,1,1,2,2069,517,0.001013,0.002278,1957,,0,1,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_bounded_efficiency_r2_7faf70,screening_pi,pi,zai-org/GLM-5.2,go-high-01,bounded_efficiency,2,9.26,5,111,493,9765,0.007596,0.01584,True,5,0,0,0,0,0,0,0,2,1152,288,0.000587,0.001393,875,,0,1,2,1,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_misleading_architecture_r2_8fd9b2,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,misleading_architecture,2,111.01,19,2664,5505,90056,0.080843,0.175855,False,32,5,5,0,0,2,2,3,6,5629,1407,0.004731,0.022308,7122,,0,6,7,1,3,4,7,4,0,0,0,0
pi_GLM-5.2_js-med-03_exhaustive_exploration_r1_ec6f43,screening_pi,pi,zai-org/GLM-5.2,js-med-03,exhaustive_exploration,1,14.31,5,651,1299,11292,0.012186,0.021524,True,6,0,0,0,0,0,0,1,2,2187,547,0.000939,0.001698,2088,,0,1,3,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_irrelevant_context_r1_4853a6,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,irrelevant_context,1,18.32,5,403,967,11699,0.016231,0.023721,True,6,0,0,0,0,0,0,1,3,1130,282,0.000581,0.00127,1147,,0,1,3,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_go-low-01_ambiguous_scope_r1_9d8ca5,stress_pi,pi,zai-org/GLM-5.2,go-low-01,ambiguous_scope,1,240.12,21,10258,11682,103843,0.137683,0.196781,False,21,3,3,0,0,0,0,7,7,21797,5449,0.011998,0.031156,15084,,0,0,7,1,2,2,6,3,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_full_restatement_per_turn_r2_c4f750,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,full_restatement_per_turn,2,27.57,7,427,1237,23355,0.013009,0.044942,True,7,0,0,0,0,0,0,1,3,3557,889,0.002331,0.008368,2615,,0,1,3,0,1,0,2,0,0,0,0,0
pi_GLM-5.2_js-med-03_adjacent_cleanup_r2_284276,screening_pi,pi,zai-org/GLM-5.2,js-med-03,adjacent_cleanup,2,51.55,8,1452,2271,25413,0.025069,0.045571,True,9,0,0,0,0,0,3,1,2,2755,689,0.001725,0.005063,2916,,0,1,3,0,2,1,1,0,1,0,0,0
pi_GLM-5.2_go-high-01_split_across_turns_r1_bc28b6,stress_pi,pi,zai-org/GLM-5.2,go-high-01,split_across_turns,1,33.91,9,780,1843,20944,0.023568,0.037431,True,9,1,1,0,1,0,5,0,2,1795,449,0.001074,0.003029,1740,,0,1,4,0,4,0,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_bounded_efficiency_r2_fb813e,screening_pi,pi,zai-org/GLM-5.2,js-med-03,bounded_efficiency,2,9.38,5,308,664,10944,0.008977,0.018243,True,5,0,0,0,0,0,0,1,2,2209,552,0.001086,0.002459,1472,,0,1,2,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_split_across_turns_r1_88b744,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,split_across_turns,1,28.71,9,509,1599,23156,0.020625,0.045856,True,9,1,1,0,0,0,1,1,3,1681,420,0.001036,0.003387,2031,,0,1,3,0,3,2,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_misleading_architecture_r2_9f4a34,stress_pi,pi,zai-org/GLM-5.2,go-high-01,misleading_architecture,2,29.01,11,447,1582,33918,0.031682,0.054446,True,11,0,0,0,0,0,5,0,2,5063,1266,0.003262,0.009797,3299,,0,1,3,1,6,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_misleading_architecture_r1_dffc17,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,misleading_architecture,1,23.53,6,851,1520,15197,0.015963,0.031732,True,7,0,0,0,0,0,1,1,3,1173,293,0.000656,0.00178,1692,,0,1,3,1,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_ambiguous_scope_r2_4d9325,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,ambiguous_scope,2,21.99,7,458,1270,21287,0.017805,0.041459,True,9,2,2,0,0,0,0,1,3,3486,872,0.002147,0.007002,2377,,0,1,3,0,3,1,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_ambiguous_scope_r2_1f74eb,stress_pi,pi,zai-org/GLM-5.2,go-high-01,ambiguous_scope,2,41.27,8,1500,2962,26679,0.037324,0.050383,True,13,0,0,0,0,0,2,1,3,3223,806,0.001863,0.005086,5084,,0,1,3,0,7,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_conflicting_constraints_r2_8ceed8,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,conflicting_constraints,2,19.42,6,320,978,13622,0.012913,0.027106,True,7,0,0,0,0,0,0,1,3,1100,275,0.000596,0.001503,1247,,0,1,3,0,1,2,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_misleading_architecture_r2_f44cf2,stress_pi,pi,zai-org/GLM-5.2,js-high-01,misleading_architecture,2,277.89,18,16530,21509,283374,0.332383,0.491363,False,20,5,5,0,0,0,4,1,2,33109,8277,0.025079,0.08423,31327,,0,2,2,1,5,1,6,3,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_full_restatement_per_turn_r1_b334c0,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,full_restatement_per_turn,1,19.56,7,471,1396,17790,0.016889,0.035813,True,8,0,0,0,0,0,1,0,2,1131,283,0.000641,0.001789,1812,,0,1,3,0,1,2,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_ambiguous_scope_r1_3bbafe,stress_pi,pi,zai-org/GLM-5.2,go-high-01,ambiguous_scope,1,25.38,10,678,1861,25419,0.025973,0.043775,True,12,0,0,0,0,0,2,1,3,2763,691,0.001842,0.005679,2511,,0,1,3,0,7,0,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_misleading_architecture_r2_c1fd53,stress_pi,pi,zai-org/GLM-5.2,py-low-01,misleading_architecture,2,14.8,7,667,1350,16645,0.018153,0.029243,True,9,0,0,0,0,0,1,2,4,2471,618,0.001319,0.003309,1962,,0,1,5,0,2,0,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_full_restatement_per_turn_r2_d82fb0,stress_pi,pi,zai-org/GLM-5.2,go-high-01,full_restatement_per_turn,2,19.14,10,318,1240,24725,0.024749,0.040071,True,12,2,2,1,0,1,5,1,3,2174,544,0.00151,0.004796,1786,,0,1,4,1,6,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_full_restatement_per_turn_r2_980511,stress_pi,pi,zai-org/GLM-5.2,py-low-01,full_restatement_per_turn,2,11.4,7,109,457,12490,0.008626,0.019497,True,7,0,0,1,0,1,2,1,2,1452,363,0.00073,0.001702,774,,0,1,3,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_conflicting_constraints_r1_ffb18e,stress_pi,pi,zai-org/GLM-5.2,go-high-01,conflicting_constraints,1,11.04,7,146,991,15666,0.013306,0.026293,True,8,2,2,0,0,0,0,1,3,1621,405,0.00097,0.002737,1455,,0,1,3,1,3,0,0,0,0,0,0,0
