run_id,experiment,harness,model,task_id,variant,rep,reasoning_tokens,visible_output_tokens,turns,tool_total_tool_calls,tool_duplicate_reads,tool_repeated_searches,tool_repeated_tests_no_change,edits_reverted,scope_compliant_success,reported_cost_usd,estimated_no_cache_cost_usd,turns_parsed,thinking_chars,visible_chars,tool_calls_parsed,tool_calls_before_first_edit,thinking_chars_before_first_edit,first_green_test_found,tool_calls_after_first_green,test_runs_total,test_runs_after_first_green,postgreen_chars,distinct_files_read,files_read_not_edited,task_restatement_index,redundancy_compression_ratio,plan_markers_per_1k,alt_markers_per_1k,alt_markers_total,plan_markers_total
pi_Inkling_js-med-01_no_questions_autonomy_r1_915fbc,screening_pi,pi,thinkingmachines/Inkling,js-med-01,no_questions_autonomy,1,154,363,7,6,0,0,0,['tmp/pi-prompt-benchmark/slot-04/src/cart.js'],True,0.007039,0.014901,7,720,29,6,4,584,False,,1,,,0,0,0.0263,0.5264,0.0,0.0,0,0
pi_GLM-5.2_py-high-02_baseline_r1_4e3fac,screening_pi,pi,zai-org/GLM-5.2,py-high-02,baseline,1,296,742,6,6,1,0,0,[],True,0.010638,0.020633,6,1352,1067,6,3,143,True,1,1,0,769,2,1,0.2727,0.559,0.0,1.479,2,0
pi_Kimi-K2.6_py-high-01_multiple_approaches_r1_99724d,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,multiple_approaches,1,2147,3056,7,8,0,0,1,[],True,0.023994,0.039994,7,9772,2775,8,6,6618,True,0,3,0,1552,3,2,0.0455,0.6633,0.102,2.558,25,1
pi_Inkling_js-med-01_deep_thinking_r1_cf3a7c,screening_pi,pi,thinkingmachines/Inkling,js-med-01,deep_thinking,1,158,364,6,7,1,0,0,[],True,0.005449,0.013417,6,691,44,7,5,428,False,,1,,,3,2,0.0,0.4805,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_baseline_r1_49a4f7,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,baseline,1,151,650,6,6,1,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.018443,0.020809,6,890,381,6,4,682,True,0,1,0,303,2,1,0.0,0.4922,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_verbose_repetition_r1_008fcf,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,verbose_repetition,1,275,817,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-06/src/slugify.js'],True,0.017182,0.027038,6,1146,230,6,3,161,False,,1,,,2,1,0.0,0.5017,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_baseline_r2_4c288a,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,baseline,2,442,893,5,6,0,0,0,[],True,0.007359,0.016831,5,1934,882,6,4,341,True,0,1,0,941,3,2,0.0,0.607,0.0,0.0,0,0
pi_Inkling_js-med-01_max_certainty_r1_09fd66,screening_pi,pi,thinkingmachines/Inkling,js-med-01,max_certainty,1,82,425,10,9,0,0,0,[],True,0.007314,0.021656,10,382,76,9,5,214,False,,1,,,0,0,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_baseline_r2_7f7580,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,baseline,2,156,542,5,5,0,0,0,[],True,0.010675,0.020137,5,516,265,5,3,318,True,0,1,0,265,2,1,0.0,0.4438,0.0,1.938,1,0
pi_Kimi-K2.6_py-high-01_exhaustive_exploration_r2_b23e9e,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,exhaustive_exploration,2,439,875,6,8,0,0,0,[],True,0.009857,0.020417,6,2033,664,8,6,849,True,0,2,0,1195,4,3,0.0,0.5809,0.0,0.0,0,0
pi_Inkling_js-med-01_verbose_repetition_r1_b4172e,screening_pi,pi,thinkingmachines/Inkling,js-med-01,verbose_repetition,1,123,361,9,8,0,0,0,[],True,0.006556,0.01888,9,575,43,8,5,371,False,,1,,,1,1,0.1053,0.4887,0.0,0.0,0,0
pi_Inkling_js-med-01_bounded_efficiency_r1_864b06,screening_pi,pi,thinkingmachines/Inkling,js-med-01,bounded_efficiency,1,143,330,6,6,0,0,0,[],True,0.004289,0.011938,6,644,36,6,4,147,False,,1,,,3,2,0.0,0.4953,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_verbose_repetition_r2_d64fbe,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,verbose_repetition,2,863,1256,6,7,0,0,0,[],True,0.021497,0.042937,6,3829,682,7,5,3158,True,0,1,0,938,4,3,0.0,0.6271,0.0,0.0,0,0
pi_GLM-5.2_py-high-02_exhaustive_exploration_r2_996163,screening_pi,pi,zai-org/GLM-5.2,py-high-02,exhaustive_exploration,2,968,1699,5,8,1,0,0,['tmp/pi-prompt-benchmark/slot-05/events/dispatcher.py'],True,0.013506,0.027734,5,4332,1742,8,5,85,True,0,1,0,989,4,3,0.7273,0.6625,0.0,0.923,4,0
pi_Kimi-K2.6_py-high-01_deep_thinking_r1_3cbd9d,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,deep_thinking,1,807,1383,8,10,1,0,0,[],True,0.014546,0.03253,8,3592,1040,10,7,3182,True,1,2,0,1407,4,3,0.0,0.6023,0.0,0.557,2,0
pi_DeepSeek-V4-Pro_js-low-03_max_certainty_r2_58ec5c,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,max_certainty,2,457,964,6,6,1,0,0,[],True,0.008629,0.02637,6,1562,565,6,3,182,False,,1,,,2,1,0.0,0.5717,0.0,0.0,0,0
pi_Inkling_js-med-01_adjacent_cleanup_r2_5bbad6,screening_pi,pi,thinkingmachines/Inkling,js-med-01,adjacent_cleanup,2,299,1124,13,14,2,0,0,['tmp/pi-prompt-benchmark/slot-04/src/cart.js'],True,0.014466,0.038051,13,1427,363,14,4,256,False,,2,,,2,0,0.0263,0.5312,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_baseline_r1_9fa886,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,baseline,1,599,1061,6,8,0,0,0,[],True,0.008671,0.020255,6,2535,684,8,6,1575,True,0,2,0,759,4,3,0.0,0.6012,0.394,0.789,2,1
pi_DeepSeek-V4-Pro_py-low-02_max_certainty_r1_a1b59f,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,max_certainty,1,232,785,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-03/users/validate.py'],True,0.009651,0.021479,5,715,475,5,3,256,True,0,1,0,727,2,1,0.0,0.4486,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_multiple_approaches_r1_2c3b2d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,multiple_approaches,1,2371,4473,7,8,1,0,0,['tmp/pi-prompt-benchmark/slot-01/src/fetchCache.js'],True,0.038715,0.063947,7,9940,3679,8,4,717,False,,2,,,2,1,0.0,0.6609,0.805,1.006,10,8
pi_Inkling_js-med-01_adjacent_cleanup_r1_982487,screening_pi,pi,thinkingmachines/Inkling,js-med-01,adjacent_cleanup,1,229,1094,23,22,3,0,0,['tests/test.js'],True,0.019126,0.064809,23,1069,203,22,6,406,False,,1,,,3,1,0.1842,0.5529,0.0,0.0,0,0
pi_Kimi-K2.7-Code_go-low-01_bounded_efficiency_r2_bf2024,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-low-01,bounded_efficiency,2,102,261,4,3,0,0,0,[],True,0.003981,0.006607,4,453,201,3,1,197,True,0,1,0,245,1,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.6_py-med-02_max_certainty_r1_fcd6a8,screening_pi,pi,moonshotai/Kimi-K2.6,py-med-02,max_certainty,1,548,1083,7,8,1,0,0,[],True,0.010894,0.022285,7,2273,716,8,3,380,True,2,3,2,1226,2,1,0.0303,0.5545,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_adjacent_cleanup_r1_96646c,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,adjacent_cleanup,1,842,1270,7,8,0,0,0,[],True,0.012641,0.025825,7,3742,673,8,5,1933,True,1,2,0,2219,3,2,0.0,0.6005,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_multiple_approaches_r2_0868b5,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,multiple_approaches,2,828,1890,6,7,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/slugify.js'],True,0.029264,0.035966,6,3028,2106,7,5,224,False,,2,,,3,2,0.0,0.594,0.0,3.963,12,0
claude-code_GLM-5.2_go-med-01_bounded_efficiency_r2_34ced0,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,bounded_efficiency,2,322,1747,20,19,0,0,6,['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go'],True,0.132585,0.462072,41,1404,3302,19,4,1403,False,,10,,,3,2,0.0,0.5078,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_max_certainty_r1_05a51f,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,max_certainty,1,1180,2086,8,10,1,0,0,[],True,0.018297,0.037497,8,5092,1298,10,5,260,True,3,2,1,2610,4,3,0.0,0.6524,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_no_questions_autonomy_r2_a78219,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,no_questions_autonomy,2,194,805,7,7,0,0,0,[],True,0.020576,0.032009,7,752,472,7,4,174,False,,2,,,2,1,0.0833,0.4153,0.0,2.66,2,0
pi_Kimi-K2.6_py-high-01_adjacent_cleanup_r2_524bce,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,adjacent_cleanup,2,1416,1993,8,10,0,0,0,[],False,0.01857,0.038154,8,6101,890,10,6,3618,True,2,3,1,2171,4,2,0.0,0.6663,0.0,0.164,1,0
pi_Kimi-K2.6_py-high-01_no_questions_autonomy_r1_2e18e7,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,no_questions_autonomy,1,275,803,6,8,0,0,0,[],True,0.010264,0.021463,6,1203,1041,8,6,303,True,0,2,0,1090,3,2,0.0,0.4988,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_bounded_efficiency_r1_cc8a9d,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,bounded_efficiency,1,784,1221,7,6,0,0,0,[],True,0.011063,0.024439,7,3548,909,6,4,663,True,0,1,0,1291,3,2,0.0,0.6156,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_multiple_approaches_r2_a2a81d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,multiple_approaches,2,1319,2548,7,7,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.027649,0.047361,7,4624,1830,7,4,2742,True,1,2,0,804,2,1,0.0,0.5983,0.0,4.758,22,0
claude-code_GLM-5.2_go-med-01_no_questions_autonomy_r1_c0288f,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,no_questions_autonomy,1,711,2602,41,40,1,0,12,['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go'],True,0.199762,1.00079,82,3053,2891,40,5,2174,False,,21,,,4,3,0.0,0.5393,0.0,0.328,1,0
claude-code_DeepSeek-V4-Pro_py-med-01_baseline_r2_9647b5,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-med-01,baseline,2,927,2434,14,13,1,0,1,['tmp/pi-prompt-benchmark/slot-cc-01/cart/checkout.py'],True,0.088255,0.414685,41,3059,922,13,4,1131,False,,2,,,3,2,0.0,0.6472,0.0,0.654,2,0
pi_Kimi-K2.6_py-high-01_deep_thinking_r2_5aa801,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,deep_thinking,2,1367,1812,6,7,0,0,0,[],True,0.02512,0.047456,6,6091,865,7,5,5510,True,0,2,0,1234,3,2,1.0,0.6552,0.0,0.493,3,0
pi_DeepSeek-V4-Pro_py-low-02_adjacent_cleanup_r1_7751b0,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,adjacent_cleanup,1,377,843,5,5,0,0,0,[],True,0.013403,0.02247,5,1406,483,5,3,314,True,0,1,0,402,2,1,0.0,0.5128,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_multiple_approaches_r1_eab320,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,multiple_approaches,1,924,1851,7,7,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/slugify.js'],True,0.02244,0.038604,7,3419,1472,7,5,532,False,,2,,,3,2,0.0,0.6176,0.0,2.34,8,0
pi_Kimi-K2.6_py-high-01_exhaustive_exploration_r1_ee47b8,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,exhaustive_exploration,1,1148,1568,6,9,0,0,0,[],True,0.014334,0.026622,6,4875,571,9,7,4050,True,0,2,0,653,5,4,0.0,0.6459,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_exhaustive_exploration_r1_1642fa,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,exhaustive_exploration,1,233,907,5,7,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.0114,0.028747,5,809,657,7,5,230,True,0,1,0,649,4,3,0.0,0.4462,0.0,1.236,1,0
claude-code_GLM-5.2_go-med-01_baseline_r2_6d037f,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,baseline,2,1865,3360,23,22,1,0,5,['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go'],True,0.11349,0.526809,51,7619,2956,22,5,956,False,,9,,,3,2,0.0,0.6177,0.0,0.525,4,0
pi_Kimi-K2.6_py-high-01_bounded_efficiency_r2_feda2a,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,bounded_efficiency,2,717,1156,7,7,0,0,0,[],True,0.010563,0.022595,7,3461,787,7,5,2329,True,0,2,0,1327,3,2,0.0,0.6154,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_max_certainty_r1_fa0b91,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,max_certainty,1,700,1381,6,6,1,0,0,['tmp/pi-prompt-benchmark/slot-03/src/slugify.js'],True,0.013881,0.030045,6,2600,1011,6,3,444,False,,1,,,2,1,0.0,0.6128,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_go-med-01_bounded_efficiency_r1_c59764,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,go-med-01,bounded_efficiency,1,2108,6342,81,80,2,0,53,['tmp/pi-prompt-benchmark/slot-cc-04/inventory/reserve.go'],True,0.783216,1.098659,239,9831,0,80,23,2230,False,,66,,,4,3,0.0,0.7516,0.0,4.272,42,0
pi_Kimi-K2.6_py-high-01_verbose_repetition_r1_522078,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,verbose_repetition,1,796,1297,6,8,0,0,0,[],True,0.012053,0.023253,6,3358,1003,8,6,2187,True,0,1,0,1930,4,3,0.0,0.6021,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_deep_thinking_r1_60d9ec,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,deep_thinking,1,465,998,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/slugify.js'],True,0.0117,0.022738,5,1687,599,5,3,122,False,,1,,,2,1,0.0,0.5656,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_adjacent_cleanup_r2_1c2f13,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,adjacent_cleanup,2,169,671,6,6,1,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.008962,0.027097,6,650,274,6,3,172,True,1,1,0,317,2,1,0.0,0.4555,0.0,0.0,0,0
pi_Kimi-K2.6_py-high-01_max_certainty_r2_a3bcbf,screening_pi,pi,moonshotai/Kimi-K2.6,py-high-01,max_certainty,2,634,1169,8,10,1,0,2,[],True,0.011449,0.024952,8,2842,787,10,5,956,True,3,3,2,2287,3,2,0.0,0.589,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_verbose_repetition_r2_908d35,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,verbose_repetition,2,190,618,5,5,0,0,0,[],True,0.009716,0.021938,5,644,293,5,3,408,True,0,2,0,259,1,0,0.0,0.463,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_bounded_efficiency_r2_f23bea,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,bounded_efficiency,2,193,614,5,6,0,0,0,[],True,0.010712,0.022145,5,820,346,6,4,135,False,,2,,,2,1,0.0,0.5171,0.0,0.0,0,0
claude-code_DeepSeek-V4-Pro_go-med-01_bounded_efficiency_r2_b0f560,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,go-med-01,bounded_efficiency,2,701,2515,16,15,0,0,2,"['tmp/pi-prompt-benchmark/slot-cc-01/inventory/inventory_test.go', 'tmp/pi-prompt-benchmark/slot-cc-01/inventory/reserve.go']",False,0.118263,0.424588,42,3069,759,15,5,1365,False,,5,,,3,1,0.0,0.576,0.0,1.303,4,0
claude-code_GLM-5.2_go-med-01_baseline_r1_e655df,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,baseline,1,2754,4748,29,28,2,0,9,"['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go', 'tmp/pi-prompt-benchmark/slot-cc-06/inventory/store.go']",True,0.141685,0.648319,58,11524,3503,28,5,10609,False,,13,,,4,2,1.0,0.66,0.0,0.868,10,0
pi_DeepSeek-V4-Pro_js-low-03_exhaustive_exploration_r2_6a14c4,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,exhaustive_exploration,2,337,1038,7,8,1,0,0,['tmp/pi-prompt-benchmark/slot-03/src/slugify.js'],True,0.013076,0.042644,7,1346,430,8,4,487,False,,2,,,2,1,0.0,0.5185,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_max_certainty_r2_118ca2,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,max_certainty,2,215,1127,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.015282,0.028292,6,820,758,6,3,428,True,1,1,0,824,2,1,0.0,0.489,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-low-03_baseline_r2_0449f2,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-low-03,baseline,2,155,581,5,6,0,0,0,[],True,0.013377,0.021656,5,639,337,6,4,139,False,,2,,,2,1,0.0,0.4178,0.0,0.0,0,0
pi_GLM-5.2_js-high-01_multiple_approaches_r1_2742cb,screening_pi,pi,zai-org/GLM-5.2,js-high-01,multiple_approaches,1,13751,16443,10,10,0,0,0,[],True,0.147582,0.289271,10,56728,6347,10,5,1323,False,,2,,,2,1,0.1667,0.7017,0.546,1.534,87,31
pi_Inkling_js-med-01_verbose_repetition_r2_b557cc,screening_pi,pi,thinkingmachines/Inkling,js-med-01,verbose_repetition,2,113,396,8,8,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/cart.js'],True,0.008555,0.017373,8,489,50,8,6,307,False,,1,,,4,3,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_js-high-01_verbose_repetition_r1_ae532e,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,verbose_repetition,1,1494,2375,7,7,1,0,0,[],True,0.029332,0.050227,7,6507,915,7,4,5780,False,,2,,,2,1,1.0,0.6609,0.0,0.0,0,0
pi_Inkling_js-med-01_baseline_r1_705c42,screening_pi,pi,thinkingmachines/Inkling,js-med-01,baseline,1,62,286,5,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/cart.js'],True,0.006668,0.010599,5,258,27,6,4,77,False,,1,,,3,2,0.0,,0.0,0.0,0,0
claude-code_GLM-5.2_go-med-01_bounded_efficiency_r1_8eefc4,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,bounded_efficiency,1,1032,3829,47,46,1,0,12,['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go'],True,0.278173,1.193091,100,4082,5415,46,5,1640,False,,27,,,4,3,0.0,0.5897,0.0,0.49,2,0
pi_Inkling_js-med-01_multiple_approaches_r1_7f0727,screening_pi,pi,thinkingmachines/Inkling,js-med-01,multiple_approaches,1,559,1209,10,9,2,0,0,['tmp/pi-prompt-benchmark/slot-03/src/cart.js'],True,0.011572,0.027508,10,2507,1336,9,6,2284,False,,1,,,3,2,0.3684,0.5808,0.0,3.989,10,0
claude-code_nemotron-3-ultra-550b-a55b_go-med-01_deep_thinking_r2_538155,screening_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,go-med-01,deep_thinking,2,2023,6552,81,81,3,0,60,['tmp/pi-prompt-benchmark/slot-cc-04/inventory/reserve.go'],True,0.777711,1.093154,240,9795,0,81,4,738,False,,71,,,4,3,0.0,0.7832,0.0,5.207,51,0
pi_DeepSeek-V4-Pro_py-low-02_no_questions_autonomy_r2_4de485,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,no_questions_autonomy,2,83,610,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.012616,0.02602,6,308,331,6,4,235,True,0,1,0,228,2,1,0.0,,0.0,0.0,0,0
pi_GLM-5.2_js-high-01_verbose_repetition_r2_292ece,screening_pi,pi,zai-org/GLM-5.2,js-high-01,verbose_repetition,2,3862,4612,7,7,1,0,0,[],True,0.057248,0.078698,7,16588,1387,7,3,172,False,,1,,,2,1,0.5833,0.7004,0.121,0.723,12,2
pi_Inkling_js-med-01_exhaustive_exploration_r2_f24c1c,screening_pi,pi,thinkingmachines/Inkling,js-med-01,exhaustive_exploration,2,187,487,7,9,3,0,0,[],True,0.007498,0.018228,7,825,198,9,5,423,False,,1,,,3,2,0.0,0.4873,0.0,0.0,0,0
claude-code_DeepSeek-V4-Pro_go-med-01_baseline_r1_e42219,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,go-med-01,baseline,1,1918,5805,3,25,7,0,7,['tmp/pi-prompt-benchmark/slot-cc-01/inventory/reserve.go'],True,0.203049,0.661945,80,7995,6563,25,15,4739,False,,9,,,3,2,0.0,0.6475,0.0,0.75,6,0
pi_Inkling_js-med-01_baseline_r2_dd4e61,screening_pi,pi,thinkingmachines/Inkling,js-med-01,baseline,2,75,299,5,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/src/cart.js'],True,0.004533,0.011439,5,333,27,6,4,33,False,,1,,,3,2,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_adjacent_cleanup_r2_893e21,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,adjacent_cleanup,2,417,901,8,10,1,0,0,[],True,0.009302,0.020148,8,1736,729,10,6,1082,True,2,2,0,1342,4,3,0.0,0.4672,0.0,0.576,1,0
pi_DeepSeek-V4-Pro_py-low-02_bounded_efficiency_r2_cd111a,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,bounded_efficiency,2,84,459,4,4,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.011277,0.016796,4,294,256,4,2,71,True,0,2,0,239,1,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_bounded_efficiency_r1_e6cc51,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,bounded_efficiency,1,280,650,7,9,1,1,0,[],True,0.006557,0.015069,7,1130,288,9,4,547,True,3,1,0,530,3,2,0.037,0.485,0.0,0.0,0,0
pi_Inkling_py-med-02_adjacent_cleanup_r1_4fcf24,screening_pi,pi,thinkingmachines/Inkling,py-med-02,adjacent_cleanup,1,80,386,6,6,0,0,0,[],True,0.007589,0.01237,6,364,29,6,4,118,True,0,1,0,72,2,1,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_baseline_r1_aa18db,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,baseline,1,333,681,5,6,0,0,0,[],True,0.005178,0.01082,5,1189,685,6,4,664,True,0,1,0,826,3,2,0.037,0.4878,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-02_no_questions_autonomy_r1_33edfd,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-02,no_questions_autonomy,1,143,653,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-06/users/validate.py'],True,0.010443,0.02503,6,484,321,6,4,248,True,0,1,0,278,2,1,0.0,,0.0,0.0,0,0
pi_Inkling_py-med-02_multiple_approaches_r1_e1e05c,screening_pi,pi,thinkingmachines/Inkling,py-med-02,multiple_approaches,1,66,521,6,5,0,0,0,[],True,0.006288,0.013512,6,310,576,5,3,147,True,0,1,0,292,0,0,0.0,,0.0,6.452,2,0
pi_Kimi-K2.7-Code_py-med-01_max_certainty_r1_564242,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,max_certainty,1,278,833,7,9,1,0,1,[],True,0.008608,0.018433,7,1096,698,9,4,125,True,2,2,1,1032,3,2,0.0,0.5027,0.0,0.0,0,0
pi_Inkling_py-med-02_no_questions_autonomy_r2_164a4c,screening_pi,pi,thinkingmachines/Inkling,py-med-02,no_questions_autonomy,2,99,327,6,5,0,0,0,[],True,0.00438,0.011391,6,433,28,5,3,64,True,0,1,0,5,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_baseline_r2_c7d805,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,baseline,2,121,465,7,9,2,1,0,[],True,0.005531,0.013362,7,443,467,9,6,132,True,1,1,0,484,3,2,0.037,,0.0,0.0,0,0
pi_Inkling_py-med-02_no_questions_autonomy_r1_22a91f,screening_pi,pi,thinkingmachines/Inkling,py-med-02,no_questions_autonomy,1,62,265,6,5,0,0,0,[],True,0.003902,0.011445,6,280,24,5,3,79,True,0,1,0,5,0,0,0.0,,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_deep_thinking_r2_cd1fcd,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,deep_thinking,2,925,1493,7,9,1,0,0,['tmp/pi-prompt-benchmark/slot-01/cart/checkout.py'],True,0.011284,0.021596,7,3388,645,9,5,187,True,2,1,0,882,4,3,0.037,0.5781,0.0,0.0,0,0
pi_Inkling_py-med-02_verbose_repetition_r2_1337b7,screening_pi,pi,thinkingmachines/Inkling,py-med-02,verbose_repetition,2,160,352,5,5,0,0,0,[],True,0.004577,0.010952,5,668,23,5,3,64,True,0,1,0,5,1,0,0.0,0.4416,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-01_verbose_repetition_r1_9237f2,screening_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-01,verbose_repetition,1,151,471,5,6,0,0,0,[],True,0.004583,0.01008,5,523,447,6,4,162,True,0,1,0,492,3,2,0.0,0.392,0.0,0.0,0,0
claude-code_GLM-5.2_go-med-01_deep_thinking_r1_09992a,screening_cc,claude-code,zai-org/GLM-5.2,go-med-01,deep_thinking,1,2620,4393,20,19,1,0,5,['tmp/pi-prompt-benchmark/slot-cc-06/inventory/reserve.go'],True,0.11773,0.5301,47,11231,4479,19,5,2960,False,,8,,,4,3,0.0741,0.6377,0.0,0.445,5,0
pi_Inkling_py-med-02_verbose_repetition_r1_525767,screening_pi,pi,thinkingmachines/Inkling,py-med-02,verbose_repetition,1,110,298,5,5,0,0,0,[],True,0.003761,0.010029,5,501,23,5,3,58,True,0,1,0,5,2,1,0.0,0.4212,0.0,0.0,0,0
